pos_x, pos_y, pos_z, pos_yaw, time
-27.691259,-8.466638,1.235089,-0.660504,17.113051
-27.559731,-8.557550,1.235059,-0.649770,17.129172
-27.427410,-8.647009,1.235032,-0.638893,17.144378
-27.294312,-8.735004,1.235007,-0.627913,17.158973
-27.160452,-8.821528,1.234986,-0.616861,17.174629
-27.025848,-8.906569,1.234970,-0.605759,17.190587
-26.890514,-8.990118,1.234959,-0.594627,17.205144
-26.890514,-8.990118,1.234959,-0.594627,17.221735
-26.754467,-9.072163,1.234954,-0.583475,17.236242
-26.617718,-9.152691,1.234955,-0.572312,17.251761
-26.480284,-9.231690,1.234964,-0.561145,17.267302
-26.342178,-9.309147,1.234980,-0.549975,17.284402
-26.203415,-9.385047,1.235002,-0.538805,17.298795
-26.064011,-9.459377,1.235031,-0.527634,17.314363
-25.923977,-9.532122,1.235066,-0.516462,17.330524
-25.783331,-9.603268,1.235105,-0.505287,17.345401
-25.642082,-9.672801,1.235149,-0.494107,17.361039
-25.500248,-9.740705,1.235195,-0.482921,17.376606
-25.357843,-9.806970,1.235243,-0.471726,17.392154
-25.214878,-9.871579,1.235292,-0.460520,17.407345
-25.071373,-9.934521,1.235339,-0.449304,17.423111
-25.071373,-9.934521,1.235339,-0.438074,17.439206
-24.927338,-9.995782,1.235385,-0.438074,17.455219
-24.782791,-10.055350,1.235428,-0.426831,17.470328
-24.637747,-10.113216,1.235466,-0.415573,17.485577
-24.492222,-10.169368,1.235501,-0.404301,17.501173
-24.346230,-10.223796,1.235530,-0.393014,17.516531
-24.199793,-10.276492,1.235553,-0.381713,17.531192
-24.052923,-10.327449,1.235571,-0.370398,17.546454
-23.905640,-10.376658,1.235583,-0.359071,17.562137
-23.757959,-10.424115,1.235589,-0.347732,17.578709
-23.609900,-10.469814,1.235589,-0.336383,17.593553
-23.461481,-10.513752,1.235585,-0.325025,17.610093
-23.312721,-10.555923,1.235576,-0.313659,17.624724
-23.163637,-10.596326,1.235563,-0.302286,17.640736
-23.014250,-10.634958,1.235547,-0.290909,17.657254
-22.864578,-10.671824,1.235528,-0.279533,17.672660
-22.864578,-10.671824,1.235528,-0.279533,17.688212
-22.714643,-10.706926,1.235507,-0.268162,17.702264
-22.564463,-10.740266,1.235484,-0.256799,17.718780
-22.414057,-10.771843,1.235462,-0.245444,17.734472
-22.263445,-10.801661,1.235439,-0.234099,17.749988
-22.112648,-10.829720,1.235417,-0.222765,17.764583
-21.961681,-10.856023,1.235397,-0.211441,17.779482
-21.810572,-10.880570,1.235378,-0.200128,17.795209
-21.659334,-10.903367,1.235362,-0.188827,17.810344
-21.507992,-10.924415,1.235347,-0.177536,17.825115
-21.356562,-10.943716,1.235336,-0.166257,17.840915
-21.205067,-10.961275,1.235327,-0.154988,17.856467
-21.053524,-10.977096,1.235322,-0.143731,17.872036
-21.053524,-10.977096,1.235322,-0.143731,17.888491
-20.901957,-10.991179,1.235319,-0.132484,17.903196
-20.750381,-11.003532,1.235319,-0.121249,17.918310
-20.598820,-11.014158,1.235321,-0.110024,17.933332
-20.447294,-11.023060,1.235326,-0.098810,17.948713
-20.295820,-11.030243,1.235334,-0.087607,17.965331
-20.144421,-11.035711,1.235343,-0.076414,17.980443
-19.993114,-11.039469,1.235355,-0.065233,17.996258
-19.841919,-11.041522,1.235368,-0.054062,18.012059
-19.690859,-11.041875,1.235381,-0.042901,18.026978
-19.539948,-11.040532,1.235396,-0.031752,18.042071
-19.389080,-11.037496,1.235411,-0.020603,18.058033
-19.238531,-11.032777,1.235426,-0.009475,18.075023
-19.088192,-11.026379,1.235442,0.001643,18.089113
-19.088192,-11.026379,1.235442,0.001643,18.104950
-18.937933,-11.018298,1.235456,0.012760,18.121002
-18.788071,-11.008558,1.235470,0.023857,18.136131
-18.638458,-10.997156,1.235484,0.034943,18.151180
-18.489145,-10.984100,1.235496,0.046018,18.165197
-18.340134,-10.969396,1.235507,0.057083,18.180231
-18.191442,-10.953049,1.235517,0.068137,18.195596
-18.043091,-10.935067,1.235525,0.079180,18.211215
-17.895094,-10.915457,1.235532,0.090213,18.227318
-17.747473,-10.894226,1.235538,0.101235,18.242621
-17.600243,-10.871382,1.235542,0.112246,18.257155
-17.453423,-10.846931,1.235545,0.123248,18.273317
-17.453423,-10.846931,1.235545,0.123248,18.288534
-17.307028,-10.820883,1.235547,0.134238,18.304098
-17.161074,-10.793242,1.235547,0.145218,18.318162
-17.015583,-10.764020,1.235546,0.156188,18.334121
-16.870565,-10.733224,1.235544,0.167147,18.350770
-16.726042,-10.700861,1.235541,0.178096,18.365829
-16.582026,-10.666941,1.235538,0.189034,18.381480
-16.438536,-10.631472,1.235534,0.199962,18.396764
-16.295586,-10.594461,1.235529,0.210879,18.411790
-16.153191,-10.555922,1.235524,0.221787,18.427885
-16.011370,-10.515859,1.235519,0.232684,18.443059
-15.870133,-10.474283,1.235514,0.243570,18.458354
-15.729501,-10.431205,1.235509,0.254447,18.473775
-15.589485,-10.386632,1.235504,0.265313,18.490265
-15.589485,-10.386632,1.235504,0.276168,18.504745
-15.450101,-10.340574,1.235499,0.276168,18.520793
-15.311363,-10.293043,1.235494,0.287014,18.536307
-15.173287,-10.244047,1.235491,0.297849,18.552042
-15.035887,-10.193596,1.235487,0.308675,18.568077
-14.899176,-10.141701,1.235484,0.319490,18.584133
-14.763169,-10.088372,1.235482,0.330295,18.599444
-14.627880,-10.033619,1.235480,0.341089,18.615154
-14.493323,-9.977453,1.235479,0.351874,18.630139
-14.359512,-9.919886,1.235479,0.362649,18.645428
-14.226460,-9.860925,1.235479,0.373413,18.661478
-14.094179,-9.800585,1.235480,0.384168,18.676990
-13.962684,-9.738873,1.235482,0.394912,18.693270
-13.831988,-9.675805,1.235484,0.405646,18.709359
-13.702105,-9.611388,1.235486,0.416371,18.725166
-13.573045,-9.545636,1.235489,0.427085,18.740315
-13.444823,-9.478559,1.235492,0.437790,18.756208
-13.444823,-9.478559,1.235492,0.437790,18.771816
-13.317451,-9.410169,1.235496,0.448484,18.786368
-13.190941,-9.340477,1.235500,0.459169,18.801590
-13.065305,-9.269496,1.235504,0.469843,18.818102
-12.940557,-9.197237,1.235509,0.480508,18.832179
-12.816706,-9.123712,1.235513,0.491163,18.847697
-12.693768,-9.048934,1.235518,0.501808,18.863321
-12.571750,-8.972914,1.235523,0.512443,18.878753
-12.450666,-8.895664,1.235527,0.523069,18.893507
-12.330528,-8.817199,1.235532,0.533684,18.910167
-12.211348,-8.737528,1.235536,0.544290,18.924188
-12.093133,-8.656666,1.235541,0.554886,18.940311
-11.975898,-8.574625,1.235545,0.565472,18.957028
-11.975898,-8.574625,1.235545,0.576049,18.971630
-11.859652,-8.491417,1.235549,0.576049,18.988137
-11.744405,-8.407055,1.235552,0.586615,19.004294
-11.630168,-8.321552,1.235556,0.597173,19.019339
-11.516952,-8.234921,1.235559,0.607720,19.034427
-11.404766,-8.147176,1.235562,0.618258,19.051115
-11.293621,-8.058328,1.235565,0.628786,19.066422
-11.183526,-7.968391,1.235567,0.639305,19.081114
-11.074491,-7.877380,1.235570,0.649814,19.095482
-10.966524,-7.785306,1.235572,0.660314,19.111199
-10.859635,-7.692182,1.235573,0.670804,19.126756
-10.753819,-7.598009,1.235575,0.681286,19.143588
-10.649114,-7.502828,1.235576,0.691757,19.158128
-10.545347,-7.406481,1.235577,0.702236,19.172877
-10.442863,-7.309295,1.235578,0.712688,19.189393
-10.442863,-7.309295,1.235578,0.712688,19.204192
-10.341502,-7.211128,1.235579,0.723131,19.219199
-10.241270,-7.111993,1.235580,0.733564,19.236082
-10.142177,-7.011905,1.235581,0.743988,19.251141
-10.044229,-6.910876,1.235581,0.754403,19.267191
-9.947435,-6.808921,1.235582,0.764808,19.281147
-9.851803,-6.706053,1.235583,0.775204,19.296577
-9.757339,-6.602287,1.235583,0.785590,19.312201
-9.664050,-6.497636,1.235584,0.795968,19.327770
-9.571944,-6.392114,1.235584,0.806336,19.343354
-9.481029,-6.285735,1.235585,0.816694,19.359044
-9.391309,-6.178513,1.235586,0.827044,19.374601
-9.302792,-6.070462,1.235587,0.837384,19.391387
-9.215484,-5.961596,1.235588,0.847715,19.406401
-9.215484,-5.961596,1.235588,0.847715,19.421042
-9.129391,-5.851929,1.235589,0.858037,19.438143
-9.044519,-5.741475,1.235590,0.868350,19.453966
-8.960865,-5.630236,1.235591,0.878655,19.470025
-8.878453,-5.518250,1.235592,0.888949,19.483929
-8.797279,-5.405521,1.235593,0.899235,19.500112
-8.717350,-5.292060,1.235595,0.909511,19.516057
-8.638669,-5.177885,1.235596,0.919778,19.531857
-8.561242,-5.063007,1.235598,0.930036,19.547501
-8.485074,-4.947441,1.235599,0.940285,19.563200
-8.410169,-4.831202,1.235601,0.950525,19.577970
-8.336533,-4.714303,1.235602,0.960756,19.592283
-8.264169,-4.596760,1.235604,0.970978,19.608082
-8.193082,-4.478587,1.235606,0.981191,19.622725
-8.193082,-4.478587,1.235606,0.991395,19.638828
-8.123276,-4.359797,1.235608,0.991395,19.653428
-8.054754,-4.240404,1.235610,1.001590,19.668627
-7.987521,-4.120422,1.235612,1.011776,19.684362
-7.921538,-3.999788,1.235613,1.021960,19.699179
-7.856894,-3.878674,1.235615,1.032128,19.714320
-7.793550,-3.757015,1.235617,1.042288,19.730500
-7.731507,-3.634825,1.235619,1.052438,19.745981
-7.670770,-3.512118,1.235621,1.062580,19.760635
-7.611341,-3.388908,1.235623,1.072712,19.776249
-7.553223,-3.265211,1.235625,1.082836,19.791610
-7.496419,-3.141040,1.235627,1.092951,19.807117
-7.440930,-3.016409,1.235629,1.103058,19.823635
-7.386760,-2.891333,1.235631,1.113155,19.839756
-7.386760,-2.891333,1.235631,1.113155,19.854430
-7.333910,-2.765825,1.235633,1.123244,19.870988
-7.282382,-2.639900,1.235635,1.133324,19.886163
-7.232179,-2.513573,1.235636,1.143395,19.900288
-7.183301,-2.386856,1.235638,1.153457,19.916163
-7.135751,-2.259766,1.235640,1.163511,19.932214
-7.089529,-2.132313,1.235642,1.173556,19.947706
-7.044637,-2.004516,1.235644,1.183592,19.963260
-7.001076,-1.876386,1.235646,1.193620,19.980307
-6.958848,-1.747937,1.235647,1.203639,19.993958
-6.917951,-1.619183,1.235649,1.213649,20.010049
-6.878388,-1.490140,1.235651,1.223651,20.026323
-6.840160,-1.360820,1.235652,1.233644,20.041609
-6.803266,-1.231238,1.235654,1.243628,20.057117
-6.803266,-1.231238,1.235654,1.253604,20.072628
-6.767705,-1.101407,1.235656,1.253604,20.088169
-6.733480,-0.971341,1.235657,1.263572,20.101906
-6.700590,-0.841055,1.235659,1.273530,20.117329
-6.669033,-0.710560,1.235660,1.283481,20.132456
-6.638811,-0.579872,1.235662,1.293423,20.147973
-6.609922,-0.449005,1.235664,1.303356,20.164511
-6.582366,-0.317972,1.235665,1.313281,20.179078
-6.556143,-0.186786,1.235667,1.323197,20.194284
-6.531251,-0.055461,1.235668,1.333105,20.209292
-6.507689,0.075991,1.235670,1.343004,20.224108
-6.485457,0.207553,1.235671,1.352895,20.239259
-6.464552,0.339214,1.235673,1.362778,20.255319
-6.464552,0.339214,1.235673,1.362778,20.270605
-6.444974,0.470961,1.235674,1.372652,20.286313
-6.426722,0.602780,1.235676,1.382518,20.302908
-6.409792,0.734657,1.235677,1.392375,20.317436
-6.394184,0.866580,1.235679,1.402224,20.332481
-6.379896,0.998535,1.235680,1.412065,20.347667
-6.366926,1.130510,1.235682,1.421897,20.363263
-6.355271,1.262490,1.235683,1.431721,20.378815
-6.344930,1.394464,1.235685,1.441537,20.393558
-6.335899,1.526417,1.235686,1.451344,20.408987
-6.328176,1.658338,1.235688,1.461143,20.423643
-6.321760,1.790213,1.235689,1.470934,20.439476
-6.321760,1.790213,1.235689,1.480717,20.455135
-6.316646,1.922030,1.235691,1.480717,20.470455
-6.312832,2.053776,1.235692,1.490491,20.486814
-6.310316,2.185438,1.235694,1.500257,20.501907
-6.309093,2.317003,1.235695,1.510015,20.517444
-6.309161,2.448460,1.235697,1.519765,20.533058
-6.310516,2.579796,1.235699,1.529506,20.547912
-6.313156,2.710999,1.235700,1.539240,20.563487
-6.317075,2.842055,1.235702,1.548965,20.578210
-6.322271,2.972954,1.235703,1.558682,20.593509
-6.328741,3.103682,1.235705,1.568391,20.609046
-6.336479,3.234227,1.235707,1.578092,20.624548
-6.345482,3.364578,1.235708,1.587785,20.640388
-6.355746,3.494725,1.235710,1.597469,20.657284
-6.367267,3.624650,1.235711,1.607146,20.672114
-6.367267,3.624650,1.235711,1.607146,20.688339
-6.380039,3.754345,1.235713,1.616814,20.702184
-6.394060,3.883798,1.235715,1.626475,20.717371
-6.409324,4.012997,1.235716,1.636127,20.732240
-6.425827,4.141931,1.235718,1.645771,20.747396
-6.443563,4.270588,1.235719,1.655408,20.763498
-6.462529,4.398956,1.235721,1.665036,20.778991
-6.482719,4.527024,1.235723,1.674656,20.794476
-6.504128,4.654781,1.235724,1.684269,20.810013
-6.526751,4.782216,1.235726,1.693873,20.824659
-6.550595,4.909378,1.235727,1.703474,20.840329
-6.575631,5.036135,1.235729,1.713062,20.855086
-6.575631,5.036135,1.235729,1.713062,20.870518
-6.601864,5.162535,1.235730,1.722643,20.886063
-6.629291,5.288569,1.235732,1.732216,20.901307
-6.657904,5.414226,1.235734,1.741780,20.918331
-6.687698,5.539494,1.235735,1.751337,20.932040
-6.718668,5.664363,1.235737,1.760886,20.947518
-6.750808,5.788823,1.235738,1.770427,20.962558
-6.784111,5.912864,1.235740,1.779960,20.978060
-6.818573,6.036473,1.235741,1.789485,20.993539
-6.854185,6.159641,1.235743,1.799003,21.009071
-6.890942,6.282359,1.235744,1.808513,21.023888
-6.928839,6.404615,1.235746,1.818014,21.039441
-6.967868,6.526400,1.235747,1.827508,21.055235
-6.967868,6.526400,1.235747,1.827508,21.070575
-7.008023,6.647704,1.235749,1.836995,21.086144
-7.049298,6.768516,1.235751,1.846473,21.101180
-7.091686,6.888828,1.235752,1.855944,21.117690
-7.135180,7.008628,1.235754,1.865407,21.133234
-7.179774,7.127908,1.235755,1.874862,21.148341
-7.225461,7.246658,1.235757,1.884310,21.164346
-7.272233,7.364868,1.235758,1.893750,21.179008
-7.320085,7.482530,1.235760,1.903182,21.194498
-7.369008,7.599633,1.235761,1.912606,21.210047
-7.418995,7.716169,1.235763,1.922023,21.225329
-7.470040,7.832129,1.235764,1.931432,21.241451
-7.522136,7.947503,1.235766,1.940833,21.256013
-7.522136,7.947503,1.235766,1.950227,21.271367
-7.575274,8.062283,1.235767,1.950227,21.287496
-7.629450,8.176464,1.235769,1.959614,21.304134
-7.684652,8.290029,1.235770,1.968992,21.320212
-7.740874,8.402972,1.235772,1.978363,21.334789
-7.798109,8.515286,1.235773,1.987726,21.350322
-7.856349,8.626963,1.235775,1.997082,21.366058
-7.915586,8.737993,1.235777,2.006430,21.382020
-7.975814,8.848369,1.235778,2.015771,21.396340
-8.037024,8.958082,1.235780,2.025104,21.410994
-8.099206,9.067125,1.235781,2.034429,21.427538
-8.162354,9.175490,1.235783,2.043746,21.441494
-8.226462,9.283168,1.235784,2.053056,21.457066
-8.291520,9.390151,1.235785,2.062360,21.474006
-8.357520,9.496431,1.235787,2.071655,21.489422
-8.357520,9.496431,1.235787,2.071655,21.504023
-8.424454,9.602002,1.235788,2.080943,21.521058
-8.492311,9.706857,1.235790,2.090224,21.536217
-8.561614,9.811767,1.235791,2.099567,21.550413
-8.631306,9.915159,1.235791,2.108832,21.565761
-8.701899,10.017812,1.235792,2.118090,21.581701
-8.773383,10.119718,1.235793,2.127341,21.597207
-8.845751,10.220871,1.235795,2.136584,21.612425
-8.918995,10.321264,1.235796,2.145820,21.627520
-8.993106,10.420890,1.235797,2.155048,21.643587
-9.068073,10.519741,1.235798,2.164269,21.660128
-9.143891,10.617811,1.235800,2.173482,21.675155
-9.220550,10.715094,1.235802,2.182689,21.690826
-9.298040,10.811584,1.235803,2.191887,21.706380
-9.376354,10.907273,1.235805,2.201079,21.723405
-9.376354,10.907273,1.235805,2.201079,21.737587
-9.455482,11.002156,1.235807,2.210263,21.754536
-9.535417,11.096227,1.235808,2.219439,21.769050
-9.616148,11.189480,1.235810,2.228609,21.784123
-9.697667,11.281907,1.235812,2.237771,21.800123
-9.779964,11.373504,1.235814,2.246926,21.815454
-9.863111,11.464349,1.235815,2.256082,21.831251
-9.946941,11.554267,1.235817,2.265222,21.846796
-10.031525,11.643337,1.235819,2.274355,21.861445
-10.116850,11.731555,1.235821,2.283481,21.876963
-10.202909,11.818913,1.235822,2.292599,21.894017
-10.289693,11.905409,1.235824,2.301710,21.909158
-10.377192,11.991035,1.235826,2.310814,21.923757
-10.465399,12.075788,1.235827,2.319911,21.938593
-10.465399,12.075788,1.235827,2.319911,21.954180
-10.554303,12.159660,1.235829,2.329000,21.970240
-10.643896,12.242650,1.235830,2.338083,21.985612
-10.734286,12.324857,1.235832,2.347170,22.002272
-10.825229,12.406063,1.235833,2.356238,22.016784
-10.916831,12.486371,1.235835,2.365299,22.032364
-11.009085,12.565776,1.235836,2.374352,22.047883
-11.101980,12.644274,1.235838,2.383399,22.063850
-11.195509,12.721860,1.235839,2.392438,22.079359
-11.289660,12.798531,1.235840,2.401470,22.095135
-11.384425,12.874281,1.235842,2.410495,22.110804
-11.479795,12.949108,1.235843,2.419513,22.125349
-11.575760,13.023006,1.235845,2.428524,22.141027
-11.672311,13.095974,1.235846,2.437527,22.155212
-11.672311,13.095974,1.235846,2.437527,22.170060
-11.769526,13.168069,1.235847,2.446532,22.185426
-11.867220,13.239161,1.235849,2.455522,22.200610
-11.965472,13.309311,1.235850,2.464504,22.216005
-12.064273,13.378514,1.235852,2.473480,22.232001
-12.163612,13.446768,1.235853,2.482448,22.247855
-12.263480,13.514068,1.235854,2.491410,22.263470
-12.363868,13.580412,1.235856,2.500364,22.279169
-12.464766,13.645797,1.235857,2.509311,22.293838
-12.566164,13.710219,1.235859,2.518252,22.309375
-12.668054,13.773677,1.235860,2.527185,22.324953
-12.770425,13.836167,1.235862,2.536111,22.341533
-12.873270,13.897687,1.235863,2.545031,22.356040
-12.976576,13.958232,1.235865,2.553943,22.373089
-12.976576,13.958232,1.235865,2.562848,22.389117
-13.080336,14.017801,1.235866,2.562848,22.402893
-13.184540,14.076392,1.235868,2.571747,22.418459
-13.289177,14.134003,1.235869,2.580638,22.435093
-13.394240,14.190630,1.235870,2.589523,22.450228
-13.499718,14.246272,1.235872,2.598401,22.465608
-13.605601,14.300927,1.235873,2.607271,22.481334
-13.711882,14.354592,1.235875,2.616135,22.496676
-13.818548,14.407266,1.235876,2.624992,22.511407
-13.925592,14.458947,1.235878,2.633842,22.526929
-14.033005,14.509633,1.235879,2.642685,22.543032
-14.140973,14.559411,1.235880,2.651537,22.557252
-14.249093,14.608101,1.235882,2.660367,22.573307
-14.249093,14.608101,1.235882,2.660367,22.588482
-14.357553,14.655791,1.235883,2.669189,22.603190
-14.466344,14.702480,1.235884,2.678005,22.619364
-14.575455,14.748167,1.235886,2.686814,22.634554
-14.685077,14.792930,1.235887,2.695632,22.650097
-14.794802,14.836607,1.235888,2.704427,22.665899
-14.904940,14.879324,1.235889,2.713225,22.681732
-15.015240,14.920988,1.235890,2.722006,22.696541
-15.125815,14.961645,1.235892,2.730781,22.711427
-15.236655,15.001293,1.235893,2.739549,22.727790
-15.347750,15.039932,1.235894,2.748310,22.742762
-15.459090,15.077562,1.235896,2.757065,22.758269
-15.570667,15.114182,1.235897,2.765813,22.774295
-15.682471,15.149792,1.235899,2.774553,22.789450
-15.682471,15.149792,1.235899,2.774553,22.804183
-15.794493,15.184390,1.235900,2.783288,22.820237
-15.906723,15.217977,1.235902,2.792015,22.835501
-16.019154,15.250553,1.235903,2.800736,22.851113
-16.133064,15.282475,1.235904,2.809553,22.866631
-16.245867,15.313020,1.235904,2.818262,22.881506
-16.358841,15.342553,1.235905,2.826965,22.897035
-16.471979,15.371075,1.235906,2.835662,22.912389
-16.585270,15.398584,1.235907,2.844352,22.928900
-16.698706,15.425084,1.235908,2.853036,22.943955
-16.812277,15.450573,1.235909,2.861714,22.958518
-16.925974,15.475052,1.235911,2.870386,22.974114
-17.039789,15.498522,1.235912,2.879051,22.990246
-17.039789,15.498522,1.235912,2.879051,23.005300
-17.153711,15.520983,1.235914,2.887711,23.019470
-17.267733,15.542436,1.235915,2.896364,23.035997
-17.381847,15.562881,1.235917,2.905011,23.051092
-17.496040,15.582319,1.235919,2.913653,23.065615
-17.610308,15.600753,1.235921,2.922287,23.081311
-17.724638,15.618182,1.235923,2.930915,23.096421
-17.839161,15.634627,1.235924,2.939546,23.112267
-17.953592,15.650051,1.235926,2.948160,23.127332
-18.068060,15.664474,1.235928,2.956768,23.142025
-18.182558,15.677897,1.235930,2.965368,23.158509
-18.297075,15.690323,1.235931,2.973962,23.174090
-18.297075,15.690323,1.235931,2.973962,23.189200
-18.411604,15.701752,1.235933,2.982549,23.204456
-18.526136,15.712186,1.235935,2.991129,23.218874
-18.640661,15.721626,1.235937,2.999702,23.234490
-18.755173,15.730076,1.235938,3.008268,23.249126
-18.869659,15.737535,1.235940,3.016827,23.265708
-18.984116,15.744005,1.235941,3.025380,23.280804
-19.098534,15.749490,1.235943,3.033926,23.296398
-19.212900,15.753990,1.235944,3.042465,23.313428
-19.327211,15.757508,1.235946,3.050997,23.328844
-19.441458,15.760047,1.235947,3.059522,23.343697
-19.555632,15.761607,1.235949,3.068040,23.360203
-19.669724,15.762191,1.235950,3.076552,23.375235
-19.783724,15.761802,1.235952,3.085057,23.390435
-19.897627,15.760442,1.235953,3.093555,23.406422
-19.897627,15.760442,1.235953,3.093555,23.421053
-20.011423,15.758112,1.235954,3.102047,23.437207
-20.125107,15.754817,1.235956,3.110531,23.452286
-20.238667,15.750558,1.235957,3.119009,23.467947
-20.352097,15.745337,1.235958,3.127480,23.483474
-20.465387,15.739159,1.235960,3.135944,23.498992
-20.579170,15.731985,1.235960,-3.138737,23.514519
-20.692162,15.723895,1.235961,-3.130287,23.530042
-20.805197,15.716424,1.235966,-3.123070,23.545406
-20.918303,15.710114,1.235978,-3.117495,23.560991
-21.031454,15.705020,1.235998,-3.113549,23.575873
-21.144615,15.700962,1.236021,-3.111007,23.591506
-21.257738,15.697638,1.236047,-3.109531,23.608045
-21.257738,15.697638,1.236047,-3.109531,23.621756
-21.370750,15.694673,1.236072,-3.108724,23.638267
-21.483572,15.691786,1.236096,-3.108273,23.653325
-21.596119,15.688872,1.236120,-3.108018,23.668854
-21.708292,15.685896,1.236144,-3.107872,23.684425
-21.819984,15.682855,1.236171,-3.107790,23.700370
-21.931074,15.679751,1.236202,-3.107747,23.715831
-22.041428,15.676596,1.236240,-3.107727,23.731427
-22.151051,15.673389,1.236281,-3.107724,23.746650
-22.259947,15.670140,1.236324,-3.107731,23.762678
-22.368124,15.666850,1.236369,-3.107746,23.777714
-22.475590,15.663522,1.236413,-3.107765,23.793328
-22.582348,15.660159,1.236456,-3.107788,23.809429
-22.688408,15.656766,1.236496,-3.107814,23.824084
-22.793772,15.653346,1.236535,-3.107840,23.840224
-22.793772,15.653346,1.236535,-3.107840,23.855545
-22.898447,15.649903,1.236570,-3.107868,23.870142
-23.002441,15.646441,1.236601,-3.107895,23.885235
-23.105757,15.642965,1.236629,-3.107922,23.900463
-23.208399,15.639479,1.236654,-3.107948,23.915358
-23.310371,15.635988,1.236675,-3.107972,23.931070
-23.411680,15.632496,1.236694,-3.107994,23.946146
-23.512327,15.629007,1.236709,-3.108015,23.961812
-23.612316,15.625525,1.236722,-3.108033,23.977298
-23.711651,15.622056,1.236732,-3.108048,23.992017
-23.810331,15.618601,1.236741,-3.108062,24.008231
-23.908361,15.615164,1.236749,-3.108073,24.023562
-23.908361,15.615164,1.236749,-3.108081,24.038787
-24.005743,15.611748,1.236756,-3.108081,24.055408
-24.102474,15.608356,1.236762,-3.108087,24.070601
-24.198559,15.604989,1.236768,-3.108091,24.087038
-24.293997,15.601650,1.236775,-3.108094,24.102117
-24.388788,15.598339,1.236782,-3.108093,24.117354
-24.482929,15.595057,1.236789,-3.108090,24.134393
-24.576426,15.591808,1.236798,-3.108086,24.148911
-24.669271,15.588592,1.236808,-3.108081,24.164415
-24.761469,15.585408,1.236819,-3.108076,24.181176
-24.853016,15.582259,1.236832,-3.108071,24.195721
-24.857483,15.587080,1.242566,-3.105833,24.211771
-24.831079,15.590040,1.247648,-3.103633,24.227280
-24.804003,15.592034,1.251949,-3.102317,24.242825
-24.776258,15.593520,1.255471,-3.101523,24.259026
-24.747852,15.594760,1.258229,-3.101039,24.274502
-24.747852,15.594760,1.258229,-3.100739,24.288630
-24.718782,15.595902,1.260253,-3.100739,24.304157
-24.689045,15.597033,1.261588,-3.100546,24.319294
-24.658636,15.598195,1.262284,-3.100417,24.334389
-24.627548,15.599417,1.262401,-3.100327,24.350616
-24.595779,15.600708,1.262005,-3.100260,24.365107
-24.563303,15.602075,1.261163,-3.100207,24.380381
-24.530155,15.603513,1.259944,-3.100163,24.396241
-24.496313,15.605021,1.258419,-3.100126,24.410921
-24.461775,15.606594,1.256655,-3.100093,24.426461
-24.426538,15.608226,1.254716,-3.100064,24.443081
-24.390602,15.609910,1.252663,-3.100038,24.458625
-24.353470,15.611665,1.250521,-3.100014,24.474163
-24.353470,15.611665,1.250521,-3.100014,24.489195
-24.316132,15.613437,1.248401,-3.099993,24.503476
-24.278099,15.615243,1.246319,-3.099975,24.518714
-24.239313,15.617082,1.244311,-3.099959,24.533666
-24.199902,15.618943,1.242415,-3.099945,24.549203
-24.159809,15.620826,1.240655,-3.099934,24.565479
-24.119038,15.622727,1.239050,-3.099926,24.580074
-24.077597,15.624645,1.237615,-3.099920,24.595473
-24.035490,15.626575,1.236360,-3.099916,24.610342
-23.992723,15.628516,1.235288,-3.099912,24.625815
-23.949303,15.630467,1.234399,-3.099910,24.642440
-23.905235,15.632429,1.233690,-3.099910,24.656503
-23.905235,15.632429,1.233690,-3.099911,24.673087
-23.860527,15.634401,1.233154,-3.099911,24.687389
-23.815182,15.636382,1.232779,-3.099913,24.703718
-23.769207,15.638373,1.232555,-3.099917,24.719228
-23.722609,15.640376,1.232466,-3.099920,24.733345
-23.675386,15.642370,1.232499,-3.099910,24.750380
-23.627548,15.644313,1.232637,-3.099851,24.764423
-23.579090,15.646146,1.232865,-3.099695,24.780548
-23.530020,15.647805,1.233166,-3.099388,24.796016
-23.480337,15.649228,1.233524,-3.098871,24.813082
-23.430048,15.650349,1.233925,-3.098083,24.827754
-23.379156,15.651106,1.234356,-3.096957,24.844021
-23.327671,15.651438,1.234802,-3.095428,24.859096
-23.275475,15.651285,1.235253,-3.093420,24.874227
-23.222837,15.650594,1.235698,-3.090871,24.890303
-23.222837,15.650594,1.235698,-3.090871,24.905159
-23.169315,15.649300,1.236129,-3.087683,24.920309
-23.115582,15.647374,1.236535,-3.083823,24.935272
-23.061274,15.645284,1.236916,-3.079602,24.951111
-23.006367,15.643263,1.237267,-3.075182,24.966628
-22.950853,15.641427,1.237586,-3.070642,24.981390
-22.894726,15.639834,1.237873,-3.066021,24.996933
-22.837982,15.638515,1.238124,-3.061337,25.011991
-22.780563,15.637479,1.238341,-3.056595,25.027662
-22.722580,15.636737,1.238524,-3.051809,25.043340
-22.663975,15.636292,1.238673,-3.046977,25.058671
-22.604744,15.636147,1.238790,-3.042099,25.074230
-22.544889,15.636304,1.238877,-3.037176,25.089252
-22.544889,15.636304,1.238877,-3.037176,25.105088
-22.484411,15.636765,1.238936,-3.032207,25.120312
-22.423304,15.637534,1.238971,-3.027194,25.135374
-22.361570,15.638614,1.238985,-3.022136,25.150496
-22.299210,15.640009,1.238979,-3.017032,25.165855
-22.236219,15.641725,1.238957,-3.011883,25.181460
